id,hest_version_added,organ,species,st_technology,oncotree_code,disease_state,tissue,preservation_method,dataset_title,subseries,study_link,download_page_link1,download_source_prefix,license,data_publication_date,patient,patient_label,patient_label_status,donor_key_provisional,lab_provisional,lab_basis,pixel_size_um_estimated,pixel_size_um_embedded,px_pct_diff,resolution_uncertain,magnification,spots_under_tissue,nb_genes,inter_spot_dist,spot_diameter,fullres_px_width,fullres_px_height,in_benchmark,benchmark_task,duplicate_of,is_duplicate_of_other_id,nfiles_patches,nfiles_st,nfiles_cellvit_seg,nfiles_metadata,bytes_patches,bytes_st,bytes_cellvit_seg,bytes_metadata,bytes_four_components,bytes_wsis,bytes_transcripts,bytes_other_components,bytes_all_components
NCBI495,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 8 lesional atopic dermatitis, rep 2 [P16357_1028]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526463757084004,,,True,20x,706,20613,100.0,55.0,16917,16217,False,,,False,1,1,2,1,109341712,18799658,5061862,1053,133204285,414026923,0,414967360,548171645
NCBI496,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 8 lesional atopic dermatitis, rep 1 [P16357_1027]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525604218177594,,,True,20x,697,20613,100.0,55.0,15983,16215,False,,,False,1,1,2,1,107176528,12084005,2908979,1053,122170565,390787801,0,391728566,513899131
NCBI497,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 8 non lesional atopic dermatitis, rep 2 [P16357_1026]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525300223655549,,,True,20x,765,20613,100.0,55.0,15983,16205,False,,,False,1,1,2,1,117704040,8278361,951474,1062,126934937,390144875,0,391063240,517998177
NCBI498,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 8 non lesional atopic dermatitis, rep 1 [P16357_1025]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.527695286078362,,,True,20x,698,20613,100.0,55.0,15983,16209,False,,,False,1,1,2,1,105619064,11571114,1095376,1061,118286615,383919477,0,384794336,503080951
NCBI5,v1_0_0,Spinal cord,Mus musculus,Spatial Transcriptomics,,Diseased,Spinal cord,,Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,L8CN22_E1,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,NCBI,,5-Apr-19,,,missing,,Center for Genomics of Neurodegenerative Disease,doi-pubmed last-author affiliation (pmid=30948552),0.914177004079665,,,True,20x,295,16576,200.0,100.0,7051,7505,False,,,False,1,1,2,1,45392456,43517064,1485379,1085,90395984,51249011,0,52214375,142610359
NCBI50,v1_0_0,Spinal cord,Mus musculus,Spatial Transcriptomics,,Diseased,Spinal cord,,Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,L7CN58_C2,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,NCBI,,5-Apr-19,,,missing,,Center for Genomics of Neurodegenerative Disease,doi-pubmed last-author affiliation (pmid=30948552),0.842104115558638,,,True,20x,223,15581,200.0,100.0,7710,8207,False,,,False,1,1,2,1,34080760,32083245,1815246,1087,67980338,45601167,0,46368627,114348965
NCBI503,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 6 lesional lichen planus, rep 2 [P16357_1020]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525653553362689,,,True,20x,985,20613,100.0,55.0,15983,16233,False,,,False,1,1,2,1,152081288,23379405,4504931,1045,179966669,416501377,0,417524925,597491594
NCBI504,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 6 lesional lichen planus, rep 1 [P16357_1019]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.52597757083995,,,True,20x,1000,20613,100.0,55.0,15983,16223,False,,,False,1,1,2,1,149750544,22226328,3628809,1046,175606727,424391579,0,425449952,601056679
NCBI505,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 6 non lesional lichen planus, rep 2 [P16357_1018]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526377707758435,,,True,20x,706,20613,100.0,55.0,15983,16230,False,,,False,1,1,2,1,108568432,7202042,40917,1053,115812444,394586023,0,395434270,511246714
NCBI506,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 6 non lesional lichen planus, rep 1 [P16357_1017]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.527661734,,,True,20x,666,20613,100.0,55.0,15983,16210,False,,,False,1,1,2,1,103144568,7356394,86648,1052,110588662,403045229,0,403868826,514457488
NCBI507,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 5 lesional atopic dermatitis, rep 2 [P16357_1016]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526092770599846,,,True,20x,469,20613,100.0,55.0,15983,16200,False,,,False,1,1,2,1,72489968,8843709,793075,1053,82127805,472251051,0,473209512,555337317
NCBI508,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 5 lesional atopic dermatitis, rep 1 [P16357_1015]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526738113794063,,,True,20x,442,20613,100.0,55.0,15983,16219,False,,,False,1,1,2,1,68458008,9534750,514260,1057,78508075,447283495,0,448160243,526668318
NCBI509,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 5 non lesional atopic dermatitis, rep 2 [P16357_1014]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526541812,,,True,20x,768,20613,100.0,55.0,15983,16225,False,,,False,1,1,2,1,117704040,9156688,304642,1060,127166430,471892245,0,472886781,600053211
NCBI51,v1_0_0,Spinal cord,Mus musculus,Spatial Transcriptomics,,Diseased,Spinal cord,,Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,L7CN58_C1,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,NCBI,,5-Apr-19,,,missing,,Center for Genomics of Neurodegenerative Disease,doi-pubmed last-author affiliation (pmid=30948552),0.832656221247469,,,True,20x,340,15761,200.0,100.0,7728,8226,False,,,False,1,1,2,1,52351976,47188377,4470131,1087,104011571,108920177,0,110289320,214300891
NCBI510,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 5 non lesional atopic dermatitis, rep 1 [P16357_1013]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526412877374652,,,True,20x,525,20613,100.0,55.0,15983,17442,False,,,False,1,1,2,1,80377424,6985329,326361,1061,87690175,496765977,0,497703875,585394050
NCBI515,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 3 lesional lichen planus, rep 2 [P16357_1008]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526626427978266,,,True,20x,825,20613,100.0,55.0,15983,16203,False,,,False,1,1,2,1,126839648,23508581,5001484,1045,155350758,393301057,0,394259709,549610467
NCBI516,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 3 lesional lichen planus, rep 1 [P16357_1007]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.527597745,,,True,20x,450,20613,100.0,55.0,15983,16212,False,,,False,1,1,2,1,69385944,13805758,1320838,1044,84513584,384513929,0,385322386,469835970
NCBI517,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 3 non lesional lichen planus, rep 2 [P16357_1006]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525587290113758,,,True,20x,549,20613,100.0,55.0,15983,16235,False,,,False,1,1,2,1,84564040,7877041,112518,1053,92554652,413385863,0,414203631,506758283
NCBI518,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 3 non lesional lichen planus, rep 1 [P16357_1005]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.527480979591602,,,True,20x,546,20613,100.0,55.0,15983,16235,False,,,False,1,1,2,1,83326792,8376866,65331,1053,91770042,416460513,0,417367860,509137902
NCBI519,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 2 lesional atopic dermatitis, rep 2 [P16357_1004]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.525588797766341,,,True,20x,524,20613,100.0,55.0,15983,16235,False,,,False,1,1,2,1,81006952,16741012,2457176,1053,100206193,413805937,0,414649030,514855223
NCBI52,v1_0_0,Spinal cord,Mus musculus,Spatial Transcriptomics,,Diseased,Spinal cord,,Spatiotemporal dynamics of molecular pathology in amyotrophic lateral sclerosis,L8CN18_E2,https://www.science.org/doi/10.1126/science.aav9776?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,                                            ,NCBI,,5-Apr-19,,,missing,,Center for Genomics of Neurodegenerative Disease,doi-pubmed last-author affiliation (pmid=30948552),0.838942274717887,,,True,20x,212,16822,200.0,100.0,7709,8206,False,,,False,1,1,2,1,32379544,32929054,1902036,1088,67211722,57668807,0,58558395,125770117
NCBI520,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 2 lesional atopic dermatitis, rep 1 [P16357_1003]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.52775940735988,,,True,20x,527,20613,100.0,55.0,15983,16207,False,,,False,1,1,2,1,81161608,12858067,1177379,1053,95198107,432333241,0,433218219,528416326
NCBI521,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 2 non lesional atopic dermatitis, rep 2 [P16357_1002]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.526204100910528,,,True,20x,464,20613,100.0,55.0,15983,16216,False,,,False,1,1,2,1,71871344,10870676,307223,1061,83050304,426147277,0,427073215,510123519
NCBI522,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 2 non lesional atopic dermatitis, rep 1 [P16357_1001]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.52748239615956,,,True,20x,587,20613,100.0,55.0,15983,16235,False,,,False,1,1,2,1,90142560,11128463,857898,1061,102129982,466201573,0,467255972,569385954
NCBI523,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 1 lesional psoriasis, rep 2 [P15509_1004]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.172110761548451,,,True,40x,752,20613,100.0,55.0,52736,52736,False,,,False,1,1,2,1,115682608,17306760,5575416,1037,138565821,2493915013,0,2494810840,2633376661
NCBI524,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 1 lesional psoriasis, rep 1 [P15509_1003]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.171891791113911,,,True,40x,909,20613,100.0,55.0,52736,52736,False,,,False,1,1,2,1,139996312,15982105,6286050,1037,162265504,2381431795,0,2382346355,2544611859
NCBI525,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 1 non lesional psoriasis, rep 2 [P15509_1002]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.172110621899336,,,True,40x,777,20613,100.0,55.0,52736,52736,False,,,False,1,1,2,1,119869224,6028197,1692886,1045,127591352,2367828925,0,2368772750,2496364102
NCBI526,v1_0_0,Skin,Homo sapiens,Visium,,Diseased,Skin,Fresh Frozen,Spatial transcriptomics landscape of non-communicable inflammatory skin diseases,"Patient 1 non lesional psoriasis, rep 1 [P15509_1001]",https://www.nature.com/articles/s41467-022-35319-w,                                            ,NCBI,CC BY 4.0,14-Nov-22,,,missing,,unresolved: https://www.nature.com/articles/s41467-022-35319-w,study_link only,0.171673281034199,,,True,40x,818,20613,100.0,55.0,52736,52736,False,,,False,1,1,2,1,125602400,7969522,3090726,1045,136663693,2745442799,0,2746377541,2883041234
NCBI527,v1_0_0,Brain,Mus musculus,Visium,,Healthy,Hippocampus,FFPE,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues,mouse_FFPE_brain_hippocampus_7,https://pubmed.ncbi.nlm.nih.gov/36776149/,                                            ,NCBI,CC BY,15-Oct-21,,,missing,,KTH Royal Institute of Technology,pmid-in-link last-author affiliation (pmid=36776149),0.172095835182575,,,True,40x,3047,31053,100.0,55.0,47616,48128,False,,,False,1,1,2,1,470601224,58355439,38467510,974,567425147,3531129297,0,3532663380,4100088527
NCBI528,v1_0_0,Brain,Mus musculus,Visium,,Healthy,Hippocampus,FFPE,Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues,mouse_FFPE_brain_hippocampus_6,https://pubmed.ncbi.nlm.nih.gov/36776149/,                                            ,NCBI,CC BY,15-Oct-21,,,missing,,KTH Royal Institute of Technology,pmid-in-link last-author affiliation (pmid=36776149),0.172191068338852,,,True,40x,3105,31053,100.0,55.0,47616,48128,False,,,False,1,1,2,1,478963552,59178663,36681048,973,574824236,3739595799,0,3741175432,4315999668
